"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"1096","Neon Genesis Evangelion The End of Evangelion",2e+07,0,"ja",8552,8.4,485,"1997-07-19",18,NA,"Drama",1997,"95-99","90-99",1,7.30102999566398,"18491"
"1097","Perfect Blue",112536,0,"ja",11827,8.2,845,"1997-07-25",16,"R","Animation",1997,"95-99","90-99",1,5.05129147445046,"10494"
"1098","Spawn",87840042,4e+07,"en",8429,5.2,655,"1997-07-31",28,"PG-13","Action",1997,"95-99","90-99",7.60205999132796,7.94369253476043,"10336"
"1099","Event Horizon",26673242,6e+07,"en",13543,6.5,1403,"1997-08-15",27,"R","Horror",1997,"95-99","90-99",7.77815125038364,7.42607580523394,"8413"
"1100","GI Jane",48169156,5e+07,"en",13233,6.3,886,"1997-08-19",28,"R","Action",1997,"95-99","90-99",7.69897000433602,7.68276903685307,"4421"
"1101","Mimic",25480490,3e+07,"en",8278,5.9,496,"1997-08-22",14,"R","Fantasy",1997,"95-99","90-99",7.47712125471966,7.40620777539997,"4961"
"1102","Gattaca",12532777,3.6e+07,"en",23535,7.5,3735,"1997-09-07",9648,"PG-13","Mystery",1997,"95-99","90-99",7.55630250076729,7.09804731218731,"782"
"1103","The Game",109423648,5e+07,"en",13753,7.6,3330,"1997-09-12",18,"R","Drama",1997,"95-99","90-99",7.69897000433602,8.03911118932886,"2649"
"1104","Seven Years in Tibet",131457682,0,"en",11.43,7.1,1435,"1997-09-12",12,"PG-13","Adventure",1997,"95-99","90-99",1,8.11878597007515,"978"
"1105","LA Confidential",126216940,3.5e+07,"en",14744,7.8,2616,"1997-09-19",80,"R","Crime",1997,"95-99","90-99",7.54406804435028,8.10111764694299,"2118"
"1106","Lolita",1060056,6.2e+07,"en",9.25,7.1,720,"1997-09-27",18,"R","Drama",1997,"95-99","90-99",7.79239168949825,6.02532880851815,"9769"
"1107","Kiss the Girls",60527873,2.7e+07,"en",10.23,6.4,719,"1997-09-29",80,"R","Crime",1997,"95-99","90-99",7.43136376415899,7.78195541270995,"9437"
"1108","Boogie Nights",43101594,1.5e+07,"en",11204,7.6,1709,"1997-10-07",18,"R","Drama",1997,"95-99","90-99",7.17609125905568,7.63449333170605,"4995"
"1109","The Devils Advocate",152944660,5.7e+07,"en",15686,7.4,3152,"1997-10-17",18,"R","Drama",1997,"95-99","90-99",7.75587485567249,8.1845343183719,"1813"
"1110","Starship Troopers",121214377,1.05e+08,"en",15.44,6.9,2748,"1997-11-07",12,"R","Adventure",1997,"95-99","90-99",8.02118929906994,8.08355413370375,"563"
"1111","Alien Resurrection",1.62e+08,7e+07,"en",16885,6,2707,"1997-11-12",28,"R","Action",1997,"95-99","90-99",7.84509804001426,8.20951501454263,"8078"
"1112","Titanic",1845034188,2e+08,"en",25082,7.8,16084,"1997-11-18",18,"PG-13","Drama",1997,"95-99","90-99",8.30102999566398,9.26600441793258,"597"
"1113","Good Will Hunting",225933435,1e+07,"en",18104,8.1,6847,"1997-12-05",18,"R","Drama",1997,"95-99","90-99",7,8.35398050520776,"489"
"1114","Tomorrow Never Dies",333011068,1.1e+08,"en",17.97,6.3,1759,"1997-12-11",28,"PG-13","Action",1997,"95-99","90-99",8.04139268515823,8.52245866801517,"714"
"1115","Home Alone 3",79082515,3.2e+07,"en",13632,5.2,1726,"1997-12-12",35,"PG","Comedy",1997,"95-99","90-99",7.50514997831991,7.89808047239244,"9714"
"1116","Life Is Beautiful",229400000,2e+07,"it",19445,8.5,8274,"1997-12-20",35,"PG-13","Comedy",1997,"95-99","90-99",7.30102999566398,8.36059341356525,"637"
"1117","Jackie Brown",39673162,1.2e+07,"en",14196,7.3,3639,"1997-12-25",80,NA,"Crime",1997,"95-99","90-99",7.07918124604763,7.59849681566008,"184"
"1118","Wag the Dog",64256513,1.5e+07,"en",9714,6.9,499,"1997-12-25",35,"R","Comedy",1997,"95-99","90-99",7.17609125905568,7.80791715405166,"586"
"1119","Hard Rain",19870567,7e+07,"en",8168,5.7,366,"1998-01-16",80,"R","Crime",1998,"95-99","90-99",7.84509804001426,7.29821025973478,"11258"
"1120","Who Am I",0,0,"cn",8483,6.8,333,"1998-01-17",28,"PG-13","Action",1998,"95-99","90-99",1,1,"8697"
"1121","Dark City",27200316,2.7e+07,"en",14857,7.4,1538,"1998-02-27",9648,"R","Mystery",1998,"95-99","90-99",7.43136376415899,7.4345739494849,"2666"
"1122","The Big Lebowski",46189568,1.5e+07,"en",16205,7.9,6589,"1998-03-06",35,"R","Comedy",1998,"95-99","90-99",7.17609125905568,7.66454390041296,"115"
"1123","US Marshals",102367405,6e+07,"en",9693,6.4,827,"1998-03-06",28,"PG-13","Action",1998,"95-99","90-99",7.77815125038364,8.01016169411939,"11808"
"1124","Wild Things",67200000,2e+07,"en",12661,6.3,878,"1998-03-20",9648,"R","Mystery",1998,"95-99","90-99",7.30102999566398,7.82736927305382,"617"
"1125","Lost in Space",136159423,8e+07,"en",12213,5.2,715,"1998-04-03",12,"PG-13","Adventure",1998,"95-99","90-99",7.90308998699194,8.13404770234358,"2157"
"1126","Mercury Rising",0,6e+07,"en",7364,6.2,773,"1998-04-03",28,"R","Action",1998,"95-99","90-99",7.77815125038364,1,"8838"
"1127","The Idiots",7235,2500000,"da",12476,6.6,260,"1998-04-28",35,NA,"Comedy",1998,"95-99","90-99",6.39794000867204,3.85943853545506,"452"
"1128","Deep Impact",349464664,7.5e+07,"en",14506,6.1,1657,"1998-05-08",28,"PG-13","Action",1998,"95-99","90-99",7.8750612633917,8.54340326876367,"8656"
"1129","Godzilla",379014294,1.3e+08,"en",11692,5.5,2239,"1998-05-20",878,"PG-13","Science Fiction",1998,"95-99","90-99",8.11394335230684,8.57865558909278,"929"
"1130","Fear and Loathing in Las Vegas",10680275,18500000,"en",14038,7.2,2690,"1998-05-22",12,"R","Adventure",1998,"95-99","90-99",7.26717172840301,7.02858243522483,"1878"
"1131","The Truman Show",264118201,6e+07,"en",19928,8.1,10676,"1998-06-04",35,"PG","Comedy",1998,"95-99","90-99",7.77815125038364,8.42179833048181,"37165"
"1132","A Perfect Murder",128038368,6e+07,"en",8597,6.4,673,"1998-06-05",80,"R","Crime",1998,"95-99","90-99",7.77815125038364,8.10734012991202,"1965"
"1133","Mulan",304320254,9e+07,"en",23957,7.9,5549,"1998-06-18",12,"G","Adventure",1998,"95-99","90-99",7.95424250943933,8.48333085774008,"10674"
"1134","Doctor Dolittle",294456605,7.1e+07,"en",14955,5.6,1879,"1998-06-22",35,"PG-13","Comedy",1998,"95-99","90-99",7.85125834871908,8.46902130048921,"3050"
"1135","Out of Sight",77745568,4.8e+07,"en",8964,6.6,622,"1998-06-26",35,"R","Comedy",1998,"95-99","90-99",7.68124123737559,7.89067564081134,"1389"
"1136","Armageddon",553799566,1.4e+08,"en",12721,6.7,4839,"1998-07-01",28,"PG-13","Action",1998,"95-99","90-99",8.14612803567824,8.74335261106308,"95"
"1137","Theres Something About Mary",369884651,2.3e+07,"en",13.54,6.5,3260,"1998-07-15",35,"R","Comedy",1998,"95-99","90-99",7.36172783601759,8.56806630989255,"544"
"1138","PokÃÂ©mon The First Movie  Mewtwo Strikes Back",163644662,3e+07,"ja",12.12,6.8,818,"1998-07-18",28,"G","Action",1998,"95-99","90-99",7.47712125471966,8.21390184342493,"10228"
"1139","Saving Private Ryan",481840909,7e+07,"en",22602,8.1,9567,"1998-07-24",18,"R","Drama",1998,"95-99","90-99",7.84509804001426,8.68290366946626,"857"
"1140","The Parent Trap",0,0,"en",14.02,7,2112,"1998-07-28",35,"PG","Comedy",1998,"95-99","90-99",1,1,"9820"
"1141","EverAfter",65705772,2.6e+07,"en",8734,7.1,810,"1998-07-31",18,"PG-13","Drama",1998,"95-99","90-99",7.41497334797082,7.81760352233972,"9454"
"1142","The Avengers",48585416,6e+07,"en",6279,4.3,394,"1998-08-13",53,"PG-13","Thriller",1998,"95-99","90-99",7.77815125038364,7.68650592561543,"9320"
"1143","Blade",131183530,4.5e+07,"en",21204,6.6,3532,"1998-08-21",28,"R","Action",1998,"95-99","90-99",7.65321251377534,8.11787931309517,"36647"
"1144","Elizabeth",82150642,3e+07,"en",12785,7.2,807,"1998-09-13",18,"R","Drama",1998,"95-99","90-99",7.47712125471966,7.9146109617573,"4518"
"1145","Rush Hour",244386864,3.3e+07,"en",12842,6.9,2570,"1998-09-18",28,"PG-13","Action",1998,"95-99","90-99",7.51851393987789,8.38807785850328,"2109"
"1146","Urban Legend",72527595,1.4e+07,"en",7622,5.7,649,"1998-09-25",27,"R","Horror",1998,"95-99","90-99",7.14612803567824,7.86050327658561,"9877"
"1147","Antz",171757863,6e+07,"en",17838,6.1,2941,"1998-10-02",12,"PG","Adventure",1998,"95-99","90-99",7.77815125038364,8.23491662799852,"8916"
"1148","Bride of Chucky",50671850,2.5e+07,"en",12569,5.7,860,"1998-10-16",27,"R","Horror",1998,"95-99","90-99",7.39794000867204,7.70476676042102,"11932"
"1149","The Lion King II Simbas Pride",0,0,"en",12637,6.9,2722,"1998-10-24",12,"G","Adventure",1998,"95-99","90-99",1,1,"9732"
"1150","American History X",23875127,2e+07,"en",17362,8.4,6898,"1998-10-30",18,"R","Drama",1998,"95-99","90-99",7.30102999566398,7.37794569042343,"73"
"1151","Meet Joe Black",142940100,9e+07,"en",14854,7.1,2596,"1998-11-12",18,"PG-13","Drama",1998,"95-99","90-99",7.95424250943933,8.15515408159496,"297"
"1152","I Still Know What You Did Last Summer",40002112,6.5e+07,"en",9381,5.2,849,"1998-11-13",27,"R","Horror",1998,"95-99","90-99",7.81291335664286,7.60208292147126,"3600"
"1153","A Bugs Life",363258859,1.2e+08,"en",22158,6.9,5687,"1998-11-25",12,"G","Adventure",1998,"95-99","90-99",8.07918124604763,8.56021621448527,"9487"
"1154","Shakespeare in Love",289317794,2.5e+07,"en",11735,6.9,1961,"1998-12-11",36,"R","History",1998,"95-99","90-99",7.39794000867204,8.4613751450146,"1934"
"1155","Star Trek Insurrection",1.18e+08,7e+07,"en",10884,6.4,657,"1998-12-11",28,"PG","Action",1998,"95-99","90-99",7.84509804001426,8.07188200730613,"200"
"1156","A Simple Plan",16316273,3e+07,"en",8263,7.1,411,"1998-12-11",80,"R","Crime",1998,"95-99","90-99",7.47712125471966,7.21262096321785,"10223"
"1157","The Prince of Egypt",218613188,7e+07,"en",16874,7.1,2252,"1998-12-15",12,"PG","Adventure",1998,"95-99","90-99",7.84509804001426,8.33967635753531,"9837"
"1158","Youve Got Mail",250821495,6.5e+07,"en",12165,6.6,1896,"1998-12-17",35,"PG","Comedy",1998,"95-99","90-99",7.81291335664286,8.39936475209438,"9489"
"1159","Asterix  Obelix Take on Caesar",1644060,0,"fr",9353,6,1086,"1999-02-01",12,"R","Adventure",1999,"95-99","90-99",1,6.21591766307838,"9564"
"1160","Payback",161626121,9e+07,"en",12685,6.8,986,"1999-02-05",28,"R","Action",1999,"95-99","90-99",7.95424250943933,8.20851155006123,"2112"
"1161","8MM",96618699,4e+07,"en",13289,6.3,983,"1999-02-26",53,"R","Thriller",1999,"95-99","90-99",7.60205999132796,7.98506118528334,"8224"
"1162","Cruel Intentions",75902208,10500000,"en",8845,6.6,1760,"1999-03-05",18,"R","Drama",1999,"95-99","90-99",7.02118929906994,7.88025440973301,"796"
"1163","The Matrix",463517383,6.3e+07,"en",28644,8.1,16192,"1999-03-30",28,"R","Action",1999,"95-99","90-99",7.79934054945358,8.6660660258579,"603"
"1164","10 Things I Hate About You",53478166,1.6e+07,"en",19.82,7.5,4655,"1999-03-30",35,"PG-13","Comedy",1999,"95-99","90-99",7.20411998265593,7.72817650498977,"4951"
"1165","Romance",1314053,0,"fr",11708,5.3,104,"1999-04-13",18,"R","Drama",1999,"95-99","90-99",1,6.11861288207562,"26338"
"1166","eXistenZ",2856712,1.5e+07,"en",10817,6.9,1023,"1999-04-14",28,"R","Action",1999,"95-99","90-99",7.17609125905568,6.45586645910329,"1946"
"1167","The Mummy",415885488,8e+07,"en",17958,6.8,5575,"1999-04-16",28,"PG-13","Action",1999,"95-99","90-99",7.90308998699194,8.61897376626183,"564"
"1168","The Thirteenth Floor",18564088,1.6e+07,"en",9.1,7,715,"1999-04-16",53,"R","Thriller",1999,"95-99","90-99",7.20411998265593,7.2686736184533,"1090"
"1169","All About My Mother",67872296,8272296,"es",10252,7.7,891,"1999-04-19",35,NA,"Comedy",1999,"95-99","90-99",6.91762606599004,7.83169254085589,"99"
"1170","Star Wars Episode I  The Phantom Menace",924317558,1.15e+08,"en",15749,6.4,9151,"1999-05-19",12,"PG","Adventure",1999,"95-99","90-99",8.06069784035361,8.96582120281491,"1893"
"1171","Austin Powers The Spy Who Shagged Me",312016858,3.3e+07,"en",15955,6.2,2030,"1999-06-08",12,"PG-13","Adventure",1999,"95-99","90-99",7.51851393987789,8.49417805920623,"817"
"1172","Tarzan",448191819,1.3e+08,"en",18656,7.4,4194,"1999-06-18",12,"G","Adventure",1999,"95-99","90-99",8.11394335230684,8.65146392494428,"37135"
"1173","Wild Wild West",222104681,1.7e+08,"en",12899,5.3,2064,"1999-06-29",28,"PG-13","Action",1999,"95-99","90-99",8.23044892137827,8.34655771168241,"8487"
"1174","South Park Bigger Longer  Uncut",78608288,2.1e+07,"en",12449,7.1,1608,"1999-06-30",16,"R","Animation",1999,"95-99","90-99",7.32221929473392,7.89546833793391,"9473"
"1175","American Pie",235483004,1.1e+07,"en",20768,6.5,4885,"1999-07-09",35,"R","Comedy",1999,"95-99","90-99",7.04139268515823,8.37195956736564,"2105"
"1176","Eyes Wide Shut",162091208,6.5e+07,"en",13456,7.4,3173,"1999-07-16",9648,"R","Mystery",1999,"95-99","90-99",7.81291335664286,8.20975945889147,"345"
"1177","PokÃÂ©mon The Movie 2000",163649270,3e+07,"ja",10993,6.6,457,"1999-07-17",12,"G","Adventure",1999,"95-99","90-99",7.47712125471966,8.2139140723652,"12599"
"1178","The Haunting",91188905,8e+07,"en",11761,5.3,773,"1999-07-23",14,"PG-13","Fantasy",1999,"95-99","90-99",7.90308998699194,7.95994200071439,"11618"
"1179","The Sixth Sense",672806292,4e+07,"en",19635,7.9,7095,"1999-08-06",9648,"PG-13","Mystery",1999,"95-99","90-99",7.60205999132796,8.82789004427633,"745"
"1180","Mystery Men",29762011,6.8e+07,"en",10222,5.8,447,"1999-08-06",28,"PG-13","Action",1999,"95-99","90-99",7.83250891270624,7.47366227286497,"9824"
"1181","The 13th Warrior",61698899,1.6e+08,"en",13685,6.5,983,"1999-08-13",28,"R","Action",1999,"95-99","90-99",8.20411998265593,7.79027741423598,"1911"
"1182","The Ninth Gate",58401898,3.8e+07,"en",14346,6.4,1649,"1999-08-25",27,"R","Horror",1999,"95-99","90-99",7.57978359661681,7.7664269614537,"622"
"1183","Stigmata",50041732,2.9e+07,"en",8599,6.1,553,"1999-09-10",27,"R","Horror",1999,"95-99","90-99",7.46239799789896,7.69933233269655,"10307"
"1184","American Beauty",356296601,1.5e+07,"en",24837,8,7482,"1999-09-15",18,"R","Drama",1999,"95-99","90-99",7.17609125905568,8.55181167928622,"14"
"1185","Double Jeopardy",177841558,7e+07,"en",9937,6.4,603,"1999-09-24",53,"R","Thriller",1999,"95-99","90-99",7.84509804001426,8.25003325439088,"10398"
"1186","Fight Club",100853753,6.3e+07,"en",34117,8.4,18311,"1999-10-15",18,"R","Drama",1999,"95-99","90-99",7.79934054945358,8.00369206394555,"550"
"1187","The Straight Story",6203044,1e+07,"en",6.94,7.8,731,"1999-10-15",18,"G","Drama",1999,"95-99","90-99",7,6.7926048617533,"404"
"1188","Toy Story 2",497366869,9e+07,"en",18675,7.5,8812,"1999-10-30",16,"G","Animation",1999,"95-99","90-99",7.95424250943933,8.69667685232575,"863"
"1189","The World Is Not Enough",361832400,1.35e+08,"en",18679,6.2,1632,"1999-11-17",28,"PG-13","Action",1999,"95-99","90-99",8.13033376849501,8.55850745282562,"36643"
"1190","Sleepy Hollow",206071502,1e+08,"en",10702,7.1,3976,"1999-11-18",18,"R","Drama",1999,"95-99","90-99",8,8.31401793656382,"2668"
"1191","The Green Mile",286801374,6e+07,"en",19924,8.5,9527,"1999-12-10",14,"R","Fantasy",1999,"95-99","90-99",7.77815125038364,8.4575812276066,"497"
"1192","Magnolia",48451803,3.7e+07,"en",14472,7.7,1914,"1999-12-10",18,"R","Drama",1999,"95-99","90-99",7.56820172406699,7.68530994275689,"334"
"1193","Deuce Bigalow Male Gigolo",65535067,1.7e+07,"en",8923,5.5,692,"1999-12-10",35,"R","Comedy",1999,"95-99","90-99",7.23044892137827,7.81647374776793,"10402"
"1194","Anna and the King",0,7.5e+07,"en",9674,6.7,422,"1999-12-16",18,"PG-13","Drama",1999,"95-99","90-99",7.8750612633917,1,"1439"
"1195","Bicentennial Man",0,1e+08,"en",11693,7.2,2185,"1999-12-17",35,"PG","Comedy",1999,"95-99","90-99",8,1,"2277"
"1196","Fantasia 2000",90874570,8e+07,"en",10603,7.1,736,"1999-12-17",16,"G","Animation",1999,"95-99","90-99",7.90308998699194,7.95844236887871,"49948"
"1197","Galaxy Quest",90683916,4.5e+07,"en",19466,7,1252,"1999-12-23",35,"PG","Comedy",1999,"95-99","90-99",7.65321251377534,7.95753026598106,"926"
"1198","The Virgin Suicides",10409377,6e+06,"en",8019,7.1,1796,"1999-12-31",18,"R","Drama",1999,"95-99","90-99",6.77815125038364,7.01742473781421,"1443"
"1199","Cheeky",0,0,"it",13732,5.6,96,"2000-01-28",35,"R","Comedy",2000,"00-04","00-09",1,1,"22705"
"1200","Scream 3",161834276,4e+07,"en",13196,5.9,1680,"2000-02-03",27,"R","Horror",2000,"00-04","00-09",7.60205999132796,8.20907050924881,"4234"
"1201","Boiler Room",28780255,2.6e+07,"en",7569,6.7,359,"2000-02-18",80,"R","Crime",2000,"00-04","00-09",7.41497334797082,7.45909463757148,"14181"
"1202","Mission to Mars",60874615,9e+07,"en",13208,5.9,759,"2000-03-10",878,"PG","Science Fiction",2000,"00-04","00-09",7.95424250943933,7.78443622754664,"2067"
"1203","Romeo Must Die",91036760,2.5e+07,"en",12251,6,628,"2000-03-20",28,"R","Action",2000,"00-04","00-09",7.39794000867204,7.95921679277726,"2085"
"1204","The Road to El Dorado",76432727,9.5e+07,"en",11967,7.1,2229,"2000-03-31",12,"PG","Adventure",2000,"00-04","00-09",7.97772360528885,7.88327935480837,"10501"
"1205","Rules of Engagement",7.1e+07,6e+07,"en",10245,6.1,343,"2000-04-07",28,"R","Action",2000,"00-04","00-09",7.77815125038364,7.85125834871908,"10479"
"1206","American Psycho",34266564,7e+06,"en",21249,7.3,5090,"2000-04-13",53,"R","Thriller",2000,"00-04","00-09",6.84509804001426,7.53487055874406,"1359"
"1207","U571",127666415,6.2e+07,"en",8015,6.4,614,"2000-04-20",28,"PG-13","Action",2000,"00-04","00-09",7.79239168949825,8.10607666313236,"3536"
"1208","Frequency",68106245,3.1e+07,"en",11809,7.1,935,"2000-04-28",80,"PG-13","Crime",2000,"00-04","00-09",7.49136169383427,7.83318693635757,"10559"
"1209","Gladiator",457640427,1.03e+08,"en",25383,8.1,11044,"2000-05-01",28,"R","Action",2000,"00-04","00-09",8.01283722470517,8.66052438214754,"98"
"1210","Dancer in the Dark",40031879,12800000,"en",15443,7.9,923,"2000-05-17",80,"R","Crime",2000,"00-04","00-09",7.10720996964787,7.60240597532069,"16"
"1211","Dinosaur",354248063,127500000,"en",11927,6.4,1376,"2000-05-19",16,"PG","Animation",2000,"00-04","00-09",8.10551018476997,8.54930748423859,"10567"
"1212","In the Mood for Love",12854953,0,"cn",14139,8.1,1000,"2000-05-22",18,NA,"Drama",2000,"00-04","00-09",1,7.10907049312373,"843"
"1213","Mission Impossible II",546388105,1.25e+08,"en",20525,6.1,3984,"2000-05-24",28,"PG-13","Action",2000,"00-04","00-09",8.09691001300806,8.73750123608143,"955"
"1214","Shanghai Noon",56932305,5.5e+07,"en",13422,6.3,1514,"2000-05-26",28,"PG-13","Action",2000,"00-04","00-09",7.74036268949424,7.75535876730911,"8584"
"1215","Gone in Sixty Seconds",237202299,9e+07,"en",16834,6.3,2640,"2000-06-09",28,"PG-13","Action",2000,"00-04","00-09",7.95424250943933,8.37511889395941,"9679"
"1216","Amores Perros",20908467,2e+06,"es",12179,7.6,1212,"2000-06-16",18,"R","Drama",2000,"00-04","00-09",6.30102999566398,7.32032219169633,"55"
"1217","Chicken Run",224834564,4.5e+07,"en",15252,6.6,2943,"2000-06-21",16,"G","Animation",2000,"00-04","00-09",7.65321251377534,8.3518630764726,"7443"
"1218","The Perfect Storm",325756637,1.2e+08,"en",12615,6.3,1236,"2000-06-26",18,"PG-13","Drama",2000,"00-04","00-09",8.07918124604763,8.51289327283624,"2133"
"1219","The Patriot",215294342,1.1e+08,"en",15975,7.1,2233,"2000-06-28",28,"R","Action",2000,"00-04","00-09",8.04139268515823,8.33303261658398,"2024"
"1220","Crouching Tiger Hidden Dragon",213525736,1.7e+07,"zh",14128,7.3,1808,"2000-07-06",28,"PG-13","Action",2000,"00-04","00-09",7.23044892137827,8.3294502275071,"146"
"1221","Scary Movie",278019771,1.9e+07,"en",18224,6.2,3907,"2000-07-07",35,"R","Comedy",2000,"00-04","00-09",7.27875360095283,8.44407568128098,"4247"
"1222","Hollow Man",190213455,9.5e+07,"en",14514,5.7,1378,"2000-08-04",28,"R","Action",2000,"00-04","00-09",7.97772360528885,8.27924123408182,"9383"
"1223","DragonHeart A New Beginning",0,0,"en",18865,5.5,172,"2000-08-08",28,"PG","Action",2000,"00-04","00-09",1,1,"10473"
"1224","Snatch",83557872,1e+07,"en",16.55,7.8,5365,"2000-09-01",80,"R","Crime",2000,"00-04","00-09",7,7.92198737110691,"107"
"1225","Memento",39723096,9e+06,"en",18.39,8.2,8888,"2000-10-11",9648,"R","Mystery",2000,"00-04","00-09",6.95424250943933,7.5990430898565,"77"
"1226","Charlies Angels",264105545,9.2e+07,"en",20.4,5.7,2647,"2000-11-02",28,"PG-13","Action",2000,"00-04","00-09",7.96378782734556,8.42177751948645,"4327"
"1227","XMen Production Scrapbook",0,0,"en",10.37,6.3,20,"2000-11-02",99,"NR","Documentary",2000,"00-04","00-09",1,1,"81946"
"1228","Joseph King of Dreams",0,0,"en",13184,6.4,510,"2000-11-07",10402,"G","Music",2000,"00-04","00-09",1,1,"16366"
"1229","Red Planet",33463969,8e+07,"en",9948,5.6,530,"2000-11-10",53,"PG-13","Thriller",2000,"00-04","00-09",7.90308998699194,7.5245774492556,"8870"
"1230","Unbreakable",248118121,7.5e+07,"en",17792,7.1,5844,"2000-11-13",18,"PG-13","Drama",2000,"00-04","00-09",7.8750612633917,8.3946584835907,"9741"
