film;revenue;budget;language;popularity;vote average;vote count;log_budget;log_revenue;id;tagline;release date;genre;certification;genre_txt;year;lustrum;decade
Night Shift;21095683;0;en;7976;6.1;92;1;7,324193591;14742;Ever since two enterprising young men turned the City Morgue into a swinging business, people have been dying to get in.;30/07/1982;35;R;Comedy;1982;80-84;80-89
Fast Times at Ridgemont High;27092880;4500000;en;9135;6.9;651;6,653212514;7,432855173;13342;Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?;13/08/1982;35;R;Comedy;1982;80-84;80-89
Friday the 13th Part III;36690067;4,00E+06;en;8993;5.8;649;6,602059991;7,564548505;9728;a new dimension in terror...;13/08/1982;27;R;Horror;1982;80-84;80-89
The Beastmaster;14056528;0;en;7.81;6;165;1;7,147878062;16441;Born with the courage of an eagle, the strength of a black tiger, and the power of a god.;20/08/1982;14;PG;Fantasy;1982;80-84;80-89
Amityville II: The Possession;12534817;0;en;10288;5.8;150;1;7,098117998;16235;Don't forget to check under the bed...;24/09/1982;27;R;Horror;1982;80-84;80-89
The Entity;13277558;9,00E+06;en;8234;6.4;194;6,954242509;7,123118207;24740;The ultimate story of supernatural terror!;30/09/1982;27;R;Horror;1982;80-84;80-89
First Blood;125212904;1.5e+07;en;20571;7.4;3316;#°VALOR!;8,097649088;1368;This time he's fighting for his life.;22/10/1982;28;R;Action;1982;80-84;80-89
Halloween III: Season of the Witch;14400000;2500000;en;8568;5;599;6,397940009;7,158362492;10676;the night no one came home.;22/10/1982;27;R;Horror;1982;80-84;80-89
Creepshow;21028755;8,00E+06;en;7979;6.8;471;6,903089987;7,322813561;16281;The Most Fun You'll Ever Have... BEING SCARED!;12/11/1982;27;R;Horror;1982;80-84;80-89
The Last Unicorn;6455530;0;en;7126;7.2;256;1;6,809931904;10150;There's Magic in Believing!;19/11/1982;12;G;Adventure;1982;80-84;80-89
Gandhi;77737889;2.2e+07;en;14307;7.5;1326;#°VALOR!;7,890632743;783;His triumph changed the world forever.;30/11/1982;18;PG;Drama;1982;80-84;80-89
48 Hrs.;78868508;1.2e+07;en;8.8;6.6;747;#°VALOR!;7,896903625;150;One Cop. One Con. No Mercy.;7/12/1982;53;R;Thriller;1982;80-84;80-89
The Verdict;53977250;1.6e+07;en;6585;7.4;278;#°VALOR!;7,732210755;24226;The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.;8/12/1982;18;R;Drama;1982;80-84;80-89
Sophie's Choice;30036000;1.2e+07;en;6414;7.5;436;#°VALOR!;7,477642096;15764;Between the innocent, the romantic, the sensual, and the unthinkable. There are still some things we have yet to imagine.;8/12/1982;18;R;Drama;1982;80-84;80-89
Airplane II: The Sequel;27150534;0;en;6706;6;542;1;7,433778376;2665;For the ride of your life... All you need for Christmas are your two front seats!;10/12/1982;35;PG;Comedy;1982;80-84;80-89
Tootsie;177200000;2.1e+07;en;10705;7.2;934;#°VALOR!;8,248463718;9576;NA;16/12/1982;35;PG;Comedy;1982;80-84;80-89
The Dark Crystal;40577001;1.5e+07;en;7087;7.2;589;#°VALOR!;7,608279946;11639;Another World, Another Time... In the Age of Wonder.;17/12/1982;12;PG;Adventure;1982;80-84;80-89
Fanny and Alexander;6,00E+06;0;sv;6734;7.9;337;1;6,77815125;5961;NA;17/12/1982;14;R;Fantasy;1982;80-84;80-89
The King of Comedy;0;2,00E+07;en;6877;7.7;974;7,301029996;1;262;It's No Laughing Matter.;18/12/1982;35;PG;Comedy;1982;80-84;80-89
Videodrome;2120439;5952000;en;7348;7.3;1064;6,774662923;6,326425783;837;First it controls your mind. Then it destroys your body.;4/02/1983;27;R;Horror;1983;80-84;80-89
My Tutor;22587000;0;en;6135;5.6;30;1;7,353858552;2193;School's out...But Bobby's education has just begun;4/03/1983;35;R;Comedy;1983;80-84;80-89
Jaws 3-D;87987055;20500000;en;8016;4.4;654;7,311753861;7,944418782;17692;A deadly new attraction.;16/03/1983;53;PG;Thriller;1983;80-84;80-89
The Outsiders;33697647;1,00E+07;en;10398;7.3;650;7;7,527599577;227;They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.;25/03/1983;80;PG;Crime;1983;80-84;80-89
The Meaning of Life;0;0;en;9688;7.4;1053;1;1;4543;It took God six days to create the earth, and Monty Python just 90 minutes to screw it up.;31/03/1983;35;R;Comedy;1983;80-84;80-89
Flashdance;92921203;4,00E+06;en;7934;6.4;754;6,602059991;7,968114824;535;She works in a man's world. She dances in the world of her dreams.;14/04/1983;18;R;Drama;1983;80-84;80-89
Lone Wolf McQuade;12232628;5,00E+06;en;8311;6;115;6,698970004;7,087519769;14854;The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.;15/04/1983;28;PG;Action;1983;80-84;80-89
Nostalgia;0;0;ru;6549;8.1;229;1;1;1394;NA;1/05/1983;18;NA;Drama;1983;80-84;80-89
Return of the Jedi;572700000;32350000;en;17193;8;9139;7,509874285;8,757927183;1892;The Empire Falls...;25/05/1983;28;PG;Action;1983;80-84;80-89
Merry Christmas, Mr. Lawrence;0;0;ja;5972;7.5;187;1;1;11948;Java, 1942‚Äî A clash of cultures, a test of the human spirit.;28/05/1983;18;R;Drama;1983;80-84;80-89
WarGames;79567667;1.2e+07;en;9462;7.1;967;#°VALOR!;7,900736624;860;Is it a game, or is it real?;3/06/1983;53;PG;Thriller;1983;80-84;80-89
Psycho II;34725000;5,00E+06;en;6836;6.3;312;6,698970004;7,540642254;10576;It's 22 years later, and Norman Bates is finally coming home.;3/06/1983;27;R;Horror;1983;80-84;80-89
Octopussy;187500000;27500000;en;14122;6.3;1007;7,439332694;8,273001272;700;James Bond‚Äôs all time high.;5/06/1983;28;PG;Action;1983;80-84;80-89
Trading Places;90404800;1.5e+07;en;12472;7.1;1775;#°VALOR!;7,95619149;1621;They're not just getting rich... They're getting even.;7/06/1983;35;R;Comedy;1983;80-84;80-89
Superman III;75850624;3.9e+07;en;9868;5.4;960;#°VALOR!;7,879959158;9531;If the world's most powerful computer can control even Superman...no one on earth is safe.;17/06/1983;35;PG;Comedy;1983;80-84;80-89
Twilight Zone: The Movie;29450919;1,00E+07;en;8923;6.4;373;7;7,469098851;15301;You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!;24/06/1983;18;PG;Drama;1983;80-84;80-89
Porky's II: The Next Day;33759266;6500000;en;5555;5.3;126;6,812913357;7,528392996;19698;If you thought the night before was funny, wait till you see the next day.;24/06/1983;35;R;Comedy;1983;80-84;80-89
Staying Alive;64892670;2.2e+07;en;6594;5.4;228;#°VALOR!;7,812195644;10805;Tony Manero knows the old days are over ‚Äì But nobody's gonna tell him he can't feel that good again;11/07/1983;18;PG;Drama;1983;80-84;80-89
Zelig;11798616;0;en;6358;7.6;470;1;7,071831067;11030;You wanted more when it was all over!;15/07/1983;35;PG;Comedy;1983;80-84;80-89
National Lampoon's Vacation;61399552;1.5e+07;en;10667;7.1;777;#°VALOR!;7,788165202;11153;Every summer Chevy Chase takes his family on a little trip. This year he went too far.;28/07/1983;35;R;Comedy;1983;80-84;80-89
Private School;0;0;en;5623;5.4;62;1;1;18835;You won't believe what goes on and what comes off in... Private School;29/07/1983;35;R;Comedy;1983;80-84;80-89
Risky Business;63541777;6200000;en;8857;6.6;651;6,792391689;7,803059356;9346;Time of your life, Huh Kid.;5/08/1983;35;R;Comedy;1983;80-84;80-89
Cujo;21200000;5,00E+06;en;6778;6;466;6,698970004;7,326335861;10489;Now there's a new name for terror...;10/08/1983;27;R;Horror;1983;80-84;80-89
Never Say Never Again;1.6e+08;3.6e+07;en;12753;6.1;708;#°VALOR!;#°VALOR!;36670;Sean Connery is James Bond 007;7/10/1983;28;PG;Action;1983;80-84;80-89
The Key;0;0;it;15.38;5;128;1;1;28468;NA;18/10/1983;18;R;Drama;1983;80-84;80-89
Mickey's Christmas Carol;2.1e+07;3,00E+06;en;8487;7.6;469;6,477121255;#°VALOR!;14813;He's back! Mickey Mouse - in his first new motion picture in 30 years;19/10/1983;10751;G;Family;1983;80-84;80-89
The Right Stuff;21500000;2.7e+07;en;8602;7.5;456;#°VALOR!;7,33243846;9549;How the future began.;20/10/1983;18;PG;Drama;1983;80-84;80-89
Rumble Fish;2494480;1,00E+07;en;7806;7.2;320;7;6,396980026;232;Rusty James can't live up to his brother's reputation. His brother can't live it down.;20/10/1983;28;R;Action;1983;80-84;80-89
The Dead Zone;20766616;1,00E+07;en;8.77;7.1;711;7;7,317365732;11336;In his mind, he has the power to see the future. In his hands, he has the power to change it.;21/10/1983;27;R;Horror;1983;80-84;80-89
Michael Jackson's Thriller;0;1100000;en;5516;8.1;273;6,041392685;1;92060;NA;14/11/1983;27;NA;Horror;1983;80-84;80-89
A Christmas Story;19294144;0;en;10433;7.4;686;1;7,285425516;850;Peace, Harmony, Comfort and Joy... Maybe Next Year.;18/11/1983;35;PG;Comedy;1983;80-84;80-89
Yentl;30400000;1.2e+07;en;7735;6.6;110;#°VALOR!;7,482873584;10269;In a time when the world of study belonged only to men, there lived a girl who dared to ask why?;18/11/1983;18;PG;Drama;1983;80-84;80-89
Sleepaway Camp;1.1e+07;350000;en;6135;6.2;272;5,544068044;#°VALOR!;13567;‚Ä¶you won't be coming home!;18/11/1983;27;R;Horror;1983;80-84;80-89
Terms of Endearment;0;8,00E+06;en;9066;7.1;389;6,903089987;1;11050;Come to laugh, come to cry, come to care, come to terms.;20/11/1983;35;PG;Comedy;1983;80-84;80-89
The ComDads;0;0;fr;14598;6.5;205;1;1;10484;NA;23/11/1983;35;NA;Comedy;1983;80-84;80-89
The Day After;0;0;en;8204;6.9;178;1;1;7012;They told us it would be impossible to make this movie. They told us it would be impossible for you to watch it. We hope nothing is impossible.;28/11/1983;18;NA;Drama;1983;80-84;80-89
Sudden Impact;67642693;2.2e+07;en;9477;6.6;430;#°VALOR!;7,830220889;10650;Dirty Harry is at it again;7/12/1983;80;R;Crime;1983;80-84;80-89
Scarface;66023329;2.5e+07;en;17131;8.1;6310;#°VALOR!;7,819697418;111;The world is yours...;8/12/1983;28;R;Action;1983;80-84;80-89
Christine;21200000;0;en;9245;6.7;921;1;7,326335861;8769;How do you kill something that can't possibly be alive?;8/12/1983;27;R;Horror;1983;80-84;80-89
Project A;0;0;cn;7847;7.2;176;1;1;21519;Rip-roaring adventure on the old China Coast.;22/12/1983;28;PG-13;Action;1983;80-84;80-89
Beverly Hills Cop;316360478;1.5e+07;en;15276;7.1;2173;#°VALOR!;8,500182223;90;The Heat Is On!;25/01/1984;28;R;Action;1984;80-84;80-89
Footloose;80035402;8200000;en;8592;6.6;1143;6,913813852;7,903282131;1788;The music is on his side.;17/02/1984;18;PG;Drama;1984;80-84;80-89
Repo Man;2300000;1500000;en;6.08;6.7;281;6,176091259;6,361727836;13820;It‚Äôs 4 a.m. Do you know where your car is?;20/02/1984;35;R;Comedy;1984;80-84;80-89
Splash;69821334;8,00E+06;en;8253;6.2;706;6,903089987;7,843988142;2619;Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!;9/03/1984;35;PG;Comedy;1984;80-84;80-89
Children of the Corn;1.4e+07;8,00E+05;en;7.9;5.7;489;5,903089987;#°VALOR!;10823;In their world adults are not allowed... to live.;9/03/1984;27;R;Horror;1984;80-84;80-89
Nausica√É¬§ of the Valley of the Wind;3301446;1,00E+06;ja;19491;7.9;1681;6;6,518704198;81;A young girl's love called forth miracles‚Ä¶;11/03/1984;12;PG;Adventure;1984;80-84;80-89
Police Academy;146198896;4500000;en;13309;6.6;1379;6,653212514;8,164944093;9336;What an Institution!;22/03/1984;35;R;Comedy;1984;80-84;80-89
Romancing the Stone;86572238;1,00E+07;en;9268;6.7;949;7;7,937378645;9326;She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.;30/03/1984;28;PG;Action;1984;80-84;80-89
Greystoke: The Legend of Tarzan, Lord of the Apes;45858563;0;en;7017;6.2;236;1;7,661420442;11002;NA;30/03/1984;28;PG;Action;1984;80-84;80-89
The NeverEnding Story;20158808;2.7e+07;en;13928;7.2;2252;#°VALOR!;7,304464848;34584;A boy who needs a friend finds a world that needs a hero in a land beyond imagination!;5/04/1984;18;PG;Drama;1984;80-84;80-89
Friday the 13th: The Final Chapter;32980880;2600000;en;8.5;5.9;590;6,414973348;7,518262239;9730;Jason's Back, and this is the one you've been screaming for.;13/04/1984;27;R;Horror;1984;80-84;80-89
Sixteen Candles;23686027;6500000;en;18192;6.8;1249;6,812913357;7,37449222;15144;When you're just sixteen anything can happen!;4/05/1984;35;PG;Comedy;1984;80-84;80-89
This Is Spinal Tap;4736202;2500000;en;12912;7.6;805;6,397940009;6,675430217;11031;Prepare to crank those amps up to eleven;4/05/1984;35;R;Comedy;1984;80-84;80-89
The Natural;47951979;2.8e+07;en;6877;7;305;#°VALOR!;7,680806535;11393;He lived for a dream that wouldn't die.;11/05/1984;18;PG;Drama;1984;80-84;80-89
Paris, Texas;2181987;1746964;en;7341;8.1;689;6,242283955;6,338852159;655;A place for dreams. A place for heartbreak. A place to pick up the pieces.;19/05/1984;18;R;Drama;1984;80-84;80-89
Once Upon a Time in America;5300000;2,00E+07;en;15373;8.4;2683;7,301029996;6,72427587;311;Crime, passion and lust for power.;23/05/1984;18;R;Drama;1984;80-84;80-89
Indiana Jones and the Temple of Doom;3.33e+08;2.8e+07;en;13731;7.2;5527;#°VALOR!;#°VALOR!;87;If adventure has a name... it must be Indiana Jones.;23/05/1984;12;PG;Adventure;1984;80-84;80-89
Star Trek III: The Search for Spock;8.7e+07;1.8e+07;en;7181;6.6;739;#°VALOR!;#°VALOR!;157;A dying planet. A fight for life.;1/06/1984;878;PG;Science Fiction;1984;80-84;80-89
Gremlins;153083102;1.1e+07;en;16121;7.1;3831;#°VALOR!;8,184927254;927;Don't get him wet, keep him out of bright light, and never feed him after midnight.;7/06/1984;14;PG;Fantasy;1984;80-84;80-89
Ghostbusters;295212467;3,00E+07;en;17725;7.4;5302;7,477121255;8,470134694;620;They ain't afraid of no ghost.;8/06/1984;35;PG;Comedy;1984;80-84;80-89
Top Secret!;20458340;9,00E+06;en;9292;7;522;6,954242509;7,310870392;8764;Don't tell anyone.;8/06/1984;35;PG;Comedy;1984;80-84;80-89
The Karate Kid;90815558;8,00E+06;en;13969;7;2024;6,903089987;7,958160256;1885;Only the 'Old One' could teach him the secrets of the masters.;22/06/1984;18;PG;Drama;1984;80-84;80-89
Bachelor Party;38435947;6,00E+06;en;8819;6;308;6,77815125;7,584737586;12309;A man's tradition every woman should know about.;29/06/1984;35;R;Comedy;1984;80-84;80-89
Cannonball Run II;28078073;0;en;6867;5.4;149;1;7,448367299;11950;The popcorn's in the lobby. The nuts are on the screen.;29/06/1984;28;PG;Action;1984;80-84;80-89
Conan the Destroyer;31042035;1.8e+07;en;9.73;6;780;#°VALOR!;7,491950184;9610;The most powerful legend of all is back in a new adventure.;29/06/1984;12;PG;Adventure;1984;80-84;80-89
The Last Starfighter;28733290;1.5e+07;en;8392;6.5;382;#°VALOR!;7,458385356;11884;He didn't find his dreams... his dreams found him.;13/07/1984;28;PG;Action;1984;80-84;80-89
Revenge of the Nerds;0;0;en;7258;6.5;388;1;1;14052;The time has come for REVENGE OF THE NERDS;20/07/1984;35;R;Comedy;1984;80-84;80-89
Red Dawn;38376497;1.7e+07;en;7247;6.3;393;#°VALOR!;7,58406533;1880;In our time, no foreign army has ever occupied American soil. Until now.;10/08/1984;28;PG-13;Action;1984;80-84;80-89
Sheena;5778353;2.5e+07;en;5375;5.3;59;#°VALOR!;6,761804069;24264;Part animal. Part legend. All woman.;17/08/1984;28;PG;Action;1984;80-84;80-89
Amadeus;51973029;1.8e+07;en;15237;8;2356;#°VALOR!;7,715778028;279;...Everything you've heard is true;6/09/1984;18;R;Drama;1984;80-84;80-89
Blood Simple;3851855;1500000;en;7765;7.4;636;6,176091259;6,58566993;11368;Breaking up is hard to do.;7/09/1984;80;R;Crime;1984;80-84;80-89
Nineteen Eighty-Four;0;0;en;7.6;6.9;707;1;1;9314;George Orwell's Terrifying Vision Comes To The Screen.;10/10/1984;18;R;Drama;1984;80-84;80-89
Double Trouble;0;0;it;6695;6.9;282;1;1;8833;NA;19/10/1984;28;PG;Action;1984;80-84;80-89
The Terminator;78371200;6400000;en;25.14;7.5;7847;6,806179974;7,894156497;218;Your future is in his hands.;26/10/1984;28;R;Action;1984;80-84;80-89
The Killing Fields;34700291;14400000;en;6544;7.6;347;7,158362492;7,540333117;625;Here, only the silent survive.;2/11/1984;18;R;Drama;1984;80-84;80-89
A Nightmare on Elm Street;25504513;1800000;en;17244;7.3;2830;6,255272505;7,406617035;377;If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!;14/11/1984;27;R;Horror;1984;80-84;80-89
The Ewok Adventure;0;3,00E+06;en;8437;5.5;116;6,477121255;1;1884;You'll live the adventure... You'll love it's heroes.;25/11/1984;12;NA;Adventure;1984;80-84;80-89
2010;40400657;2.8e+07;en;9113;6.7;500;#°VALOR!;7,606388428;4437;In the very near future a small group of Americans and Russians set out on the greatest adventure of them all ‚Ä¶. To see if there is life beyond the stars.;6/12/1984;878;PG;Science Fiction;1984;80-84;80-89
Starman;28744356;2.2e+07;en;6165;6.8;410;#°VALOR!;7,458552583;9663;In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.;13/12/1984;10749;PG;Romance;1984;80-84;80-89
Dune;30925690;4,00E+07;en;12486;6.4;1177;7,602059991;7,490319398;841;A world beyond your experience, beyond your imagination.;14/12/1984;28;PG-13;Action;1984;80-84;80-89
Witness;68706993;1.2e+07;en;7063;7.1;800;#°VALOR!;7,837000942;9281;A big city cop. A small country boy. They have nothing in common... but a murder.;8/02/1985;80;R;Crime;1985;85-89;80-89
The Breakfast Club;51525171;1,00E+06;en;15229;7.8;4992;6;7,712019442;2108;They only met once, but it changed their lives forever.;15/02/1985;35;R;Comedy;1985;85-89;80-89
Brazil;0;1.5e+07;en;13399;7.7;1852;#°VALOR!;1;68;It's only a state of mind.;20/02/1985;35;R;Comedy;1985;85-89;80-89
Porky's 3: Revenge;20518905;9,00E+06;en;7308;5.1;104;6,954242509;7,312154181;23919;The final conflict;22/03/1985;35;R;Comedy;1985;85-89;80-89
Friday the 13th: A New Beginning;21930418;2200000;en;8.49;5.1;511;6,342422681;7,34104691;9731;A New Beginning to the first step in terror.;22/03/1985;27;R;Horror;1985;85-89;80-89
Ladyhawke;18432000;2,00E+07;en;8092;7;638;7,301029996;7,265572462;526;No force in Heaven will release them. No power on Earth can save them.;27/03/1985;12;PG-13;Adventure;1985;85-89;80-89
Police Academy 2: Their First Assignment;55600000;7600000;en;11142;6;776;6,880813592;7,745074792;10157;To protect, to serve... and make you laugh. America's funniest crimebusters are back!;28/03/1985;35;PG-13;Comedy;1985;85-89;80-89
Red Sonja;6948633;17900000;en;8349;5.2;421;7,252853031;6,841899375;9626;A woman and a warrior that became a legend.;9/04/1985;28;PG-13;Action;1985;85-89;80-89
Girls Just Want to Have Fun;0;0;en;14304;6.3;83;1;1;16263;Getting into trouble is easy but getting out of it is all the fun!;12/04/1985;35;PG;Comedy;1985;85-89;80-89
The Return of the Living Dead;14237880;4,00E+06;en;9152;7.3;563;6,602059991;7,153445328;10925;They're Back From The Grave and Ready To Party!;25/04/1985;35;R;Comedy;1985;85-89;80-89
Rambo: First Blood Part II;300400432;4.4e+07;en;15045;6.5;1960;#°VALOR!;8,477700553;1369;What most people call hell, he calls home.;21/05/1985;28;R;Action;1985;85-89;80-89
A View to a Kill;152427960;3,00E+07;en;13452;6.2;977;7,477121255;8,183064637;707;Has James Bond finally met his match?;24/05/1985;28;PG;Action;1985;85-89;80-89
Ran;4069653;11500000;ja;10333;8.1;699;7,06069784;6,609557381;11645;The Greatest Shakespeare Film;1/06/1985;28;R;Action;1985;85-89;80-89
The Goonies;61503218;1.9e+07;en;14224;7.5;3311;#°VALOR!;7,78889784;9340;The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is‚Ä¶ THE GOONIES.;7/06/1985;12;PG;Adventure;1985;85-89;80-89
Cocoon;85313124;0;en;7693;6.5;671;1;7,931015845;10328;Beyond the innocence of youth, and the wisdom of age, lies the wonder of... Cocoon;21/06/1985;878;PG-13;Science Fiction;1985;85-89;80-89
Pale Rider;41410568;0;en;8069;7.1;505;1;7,617111187;8879;... and hell followed with him.;28/06/1985;37;R;Western;1985;85-89;80-89
Mad Max Beyond Thunderdome;36230219;1,00E+07;en;13994;6.1;1512;7;7,559070959;9355;Two men enter. One man leaves.;29/06/1985;28;PG-13;Action;1985;85-89;80-89
