film;revenue;budget;language;popularity;vote average;vote count;log_budget;log_revenue;id;tagline;release date;genre;certification;genre_txt;year;lustrum;decade
Return to the Blue Lagoon;2807854;1.1e+07;en;7485;5.7;405;#°VALOR!;6,448374522;13888;Return to the Romance, Return to the Adventure...;2/08/1991;12;PG-13;Adventure;1991;90-94;90-99
Once Upon a Time in China;3826459;0;cn;9313;7.3;192;1;6,582797064;10617;Never was a Hero needed more...;15/08/1991;28;R;Action;1991;90-94;90-99
Child's Play 3;20560255;1.3e+07;en;9713;5.7;709;#°VALOR!;7,313028497;11187;Chucky has a new playmate.;30/08/1991;28;R;Action;1991;90-94;90-99
Freddy's Dead: The Final Nightmare;34872033;1.1e+07;en;10276;5.2;641;#°VALOR!;7,542477267;11284;They saved the best for last.;5/09/1991;27;R;Horror;1991;90-94;90-99
Highlander 2: The Quickening;15556340;3,00E+07;en;8657;4.6;424;7,477121255;7,191907427;8010;It's a kind of magic.;11/10/1991;14;R;Fantasy;1991;90-94;90-99
The People Under the Stairs;0;6,00E+06;en;7607;6.4;295;6,77815125;1;13122;In every neighborhood there is one house that adults whisper about and children cross the street to avoid.;1/11/1991;35;R;Comedy;1991;90-94;90-99
Beauty and the Beast;377350553;2.5e+07;en;26606;7.7;6468;#°VALOR!;8,576744991;10020;The most beautiful love story ever told.;13/11/1991;16;G;Animation;1991;90-94;90-99
Cape Fear;182300000;3.5e+07;en;13882;7.2;1686;#°VALOR!;8,260786669;1598;There is nothing in the dark that isn't there in the light. Except fear.;15/11/1991;53;R;Thriller;1991;90-94;90-99
The Addams Family;191502426;3,00E+07;en;16582;7;2583;7,477121255;8,28217428;2907;Weird Is Relative;22/11/1991;35;PG-13;Comedy;1991;90-94;90-99
Close My Eyes;135893;0;en;7513;6.3;29;1;5,133197086;53896;There are some relationships so taboo they're irresistible.;22/11/1991;18;R;Drama;1991;90-94;90-99
My Girl;59489799;1.7e+07;en;9294;7.1;996;#°VALOR!;7,774442502;4032;When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.;27/11/1991;35;PG;Comedy;1991;90-94;90-99
The Last Boy Scout;59509925;2.9e+07;en;12417;6.6;953;#°VALOR!;7,774589403;9319;Everyone had counted them out. But they're about to get back in the game.;11/12/1991;28;R;Action;1991;90-94;90-99
JFK;205405498;4,00E+07;en;13036;7.7;1056;7,602059991;8,312612064;820;The story that won‚Äôt go away.;20/12/1991;18;R;Drama;1991;90-94;90-99
Father of the Bride;89325780;0;en;7596;6.4;737;1;7,950976817;11846;Love is wonderful. Until it happens to your only daughter.;20/12/1991;35;PG;Comedy;1991;90-94;90-99
Raise the Red Lantern;0;0;zh;7118;8;324;1;1;10404;NA;20/12/1991;18;R;Drama;1991;90-94;90-99
Fried Green Tomatoes;119418501;1.1e+07;en;8139;7.7;716;#°VALOR!;8,077071615;1633;The secret of life? The secret's in the sauce.;27/12/1991;18;PG-13;Drama;1991;90-94;90-99
Naked Lunch;0;1.6e+07;en;7923;7.1;480;#°VALOR!;1;2742;Exterminate all rational thought.;27/12/1991;80;R;Crime;1991;90-94;90-99
Wayne's World;183097323;2,00E+07;en;12792;6.6;1327;7,301029996;8,262681995;8872;You'll laugh. You'll cry. You'll hurl.;14/02/1992;35;PG-13;Comedy;1992;90-94;90-99
Stop! Or My Mom Will Shoot;70611210;0;en;7237;5;499;1;7,848873654;9876;NA;21/02/1992;28;PG-13;Action;1992;90-94;90-99
The Lover;0;0;fr;8052;6.6;261;1;1;10995;She gave her innocence, her passion, her body. The one thing she couldn't give was her love.;22/02/1992;18;R;Drama;1992;90-94;90-99
Basic Instinct;352927224;4.9e+07;en;15301;6.7;1823;#°VALOR!;8,54768516;402;A brutal murder. A brilliant killer. A cop who can't resist the danger.;20/03/1992;9648;R;Mystery;1992;90-94;90-99
The Cutting Edge;25105517;0;en;8799;6.8;134;1;7,399769169;16562;The King of the Rink is about to meet America's Ice Queen.;27/03/1992;35;PG;Comedy;1992;90-94;90-99
Beethoven;57114049;0;en;10342;5.7;1156;1;7,75674295;11806;The head of the family is the one with the tail.;3/04/1992;35;PG;Comedy;1992;90-94;90-99
FernGully: The Last Rainforest;32710894;0;en;9251;6.4;342;1;7,514692414;13225;Do you believe in humans?;10/04/1992;14;G;Fantasy;1992;90-94;90-99
Sleepwalkers;30524763;1.5e+07;en;7628;5.5;222;#°VALOR!;7,484652301;11428;They feast on your fear - and it's dinner time.;10/04/1992;14;R;Fantasy;1992;90-94;90-99
Hard Boiled;0;4500000;cn;8.41;7.6;344;6,653212514;1;11782;As a cop, he has brains, brawn, and an instinct to kill.;16/04/1992;28;R;Action;1992;90-94;90-99
Alien√Ç¬≥;159773545;5,00E+07;en;19533;6.3;3186;7,698970004;8,203504871;8077;The bitch is back.;22/05/1992;28;R;Action;1992;90-94;90-99
Sister Act;231605150;3.1e+07;en;11502;6.7;1847;#°VALOR!;8,364748212;2005;No booze! No sex! No drugs!... No way!;28/05/1992;35;PG;Comedy;1992;90-94;90-99
Twin Peaks: Fire Walk with Me;4160851;1,00E+07;en;10.68;7.3;989;7;6,619182164;1923;Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.;3/06/1992;18;R;Drama;1992;90-94;90-99
Patriot Games;178051587;4.5e+07;en;10533;6.6;841;#°VALOR!;8,250545849;9869;Not for honor. Not for country. For his wife and child.;4/06/1992;28;R;Action;1992;90-94;90-99
Batman Returns;2.8e+08;8,00E+07;en;19126;6.8;3712;7,903089987;#°VALOR!;364;The Bat, the Cat, the Penguin.;19/06/1992;28;PG-13;Action;1992;90-94;90-99
A League of Their Own;132440069;4,00E+07;en;9117;7.1;746;7,602059991;8,122019398;11287;To achieve the incredible, you have to attempt the impossible.;1/07/1992;35;PG;Comedy;1992;90-94;90-99
Dragon Ball Z: Super Android 13!;0;0;ja;9855;6.6;241;1;1;39104;NA;11/07/1992;28;NA;Action;1992;90-94;90-99
Porco Rosso;0;0;ja;11082;7.8;1458;1;1;11621;A Pig's Got to Fly;18/07/1992;12;PG;Adventure;1992;90-94;90-99
Buffy the Vampire Slayer;16624456;7,00E+06;en;9039;5.5;414;6,84509804;7,220747443;10206;She knows a sucker when she sees one.;24/07/1992;28;PG-13;Action;1992;90-94;90-99
Death Becomes Her;149022650;5.5e+07;en;9823;6.7;1386;#°VALOR!;8,173252282;9374;In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.;30/07/1992;35;PG-13;Comedy;1992;90-94;90-99
Unforgiven;159157447;1.4e+07;en;17795;7.9;2237;#°VALOR!;8,201826964;33;Some legends will never be forgotten. Some wrongs can never be forgiven.;7/08/1992;37;R;Western;1992;90-94;90-99
Once Upon a Time in China II;30399676;0;cn;8862;7.3;114;1;7,482868955;10618;NA;15/08/1992;28;R;Action;1992;90-94;90-99
Reservoir Dogs;2859750;1200000;en;17401;8.2;8603;6,079181246;6,456328069;500;Every dog has his day.;2/09/1992;80;R;Crime;1992;90-94;90-99
Bitter Moon;1862805;5,00E+06;en;10475;7.1;292;6,698970004;6,270167395;10497;A kinky voyage with a full head of steam.;2/09/1992;53;R;Thriller;1992;90-94;90-99
Sneakers;105232691;0;en;8511;6.9;502;1;8,022150676;2322;We could tell you what it's about. But then, of course, we'd have to kill you.;9/09/1992;35;PG-13;Comedy;1992;90-94;90-99
Candyman;25792310;6,00E+06;en;10677;6.4;630;6,77815125;7,41149024;9529;You don't have to believe... just beware.;11/09/1992;18;R;Drama;1992;90-94;90-99
Glengarry Glen Ross;10725228;12500000;en;8736;7.5;618;7,096910013;7,030406533;9504;Lie. Cheat. Steal. All in a day‚Äôs work.;15/09/1992;80;R;Crime;1992;90-94;90-99
The Last of the Mohicans;75505856;4,00E+07;en;11102;7.3;1614;7,602059991;7,877980635;9361;The first American hero.;25/09/1992;28;R;Action;1992;90-94;90-99
Under Siege;156563139;3.5e+07;en;9445;6.2;753;#°VALOR!;8,19468952;8845;It's not a job... It's an Adventure!;8/10/1992;28;R;Action;1992;90-94;90-99
A River Runs Through It;43440294;1.2e+07;en;8506;7.2;538;#°VALOR!;7,637892756;293;The Story of an American Family.;9/10/1992;18;PG;Drama;1992;90-94;90-99
Passenger 57;44065653;1.5e+07;en;8148;5.8;498;#°VALOR!;7,64410021;10538;He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.;6/11/1992;28;R;Action;1992;90-94;90-99
Dracula;215862692;4,00E+07;en;14398;7.4;2682;7,602059991;8,334177589;6114;Love never dies.;13/11/1992;27;R;Horror;1992;90-94;90-99
Malcolm X;48169908;3.4e+07;en;10452;7.5;798;#°VALOR!;7,682775817;1883;NA;18/11/1992;18;PG-13;Drama;1992;90-94;90-99
Home Alone 2: Lost in New York;358994850;1.8e+07;en;18835;6.5;5684;#°VALOR!;8,555088218;772;He's up past his bedtime in the city that never sleeps.;19/11/1992;35;PG;Comedy;1992;90-94;90-99
Aladdin;504050219;2.8e+07;en;32041;7.6;7447;#°VALOR!;8,702473808;812;Wish granted!;25/11/1992;12;G;Adventure;1992;90-94;90-99
The Bodyguard;411006740;2.5e+07;en;15527;6.5;1525;#°VALOR!;8,613848944;619;Never let her out of your sight. Never let your guard down. Never fall in love.;25/11/1992;28;R;Action;1992;90-94;90-99
Damage;7532911;0;en;7216;6.6;187;1;6,876962836;11012;Desire... Deceit... Destiny...;2/12/1992;18;R;Drama;1992;90-94;90-99
The Muppet Christmas Carol;27281507;1.2e+07;en;7745;7.4;507;#°VALOR!;7,435868357;10437;NA;10/12/1992;10402;G;Music;1992;90-94;90-99
A Few Good Men;243240178;4,00E+07;en;14825;7.4;1827;7,602059991;8,386035313;881;In the heart of the nation's capital, in a courthouse of the U.S. government, one man will stop at nothing to keep his honor, and one will stop at nothing to find the truth.;11/12/1992;18;R;Drama;1992;90-94;90-99
Scent of a Woman;134095253;3.1e+07;en;9847;7.7;1599;#°VALOR!;8,127413404;9475;Col. Frank Slade has a very special plan for the weekend!;23/12/1992;18;R;Drama;1992;90-94;90-99
Three Colors: Blue;0;0;fr;9367;7.8;760;1;1;108;NA;10/01/1993;18;R;Drama;1993;90-94;90-99
Homeward Bound: The Incredible Journey;0;0;en;7111;6.7;496;1;1;6878;NA;3/02/1993;12;G;Adventure;1993;90-94;90-99
Groundhog Day;70906973;14600000;en;14576;7.5;4556;7,164352856;7,850688946;137;He‚Äôs having the worst day of his life ‚Ä¶ over, and over ‚Ä¶;11/02/1993;35;PG;Comedy;1993;90-94;90-99
Dragon Ball Z: Broly √¢¬Ä¬ì The Legendary Super Saiyan;0;0;ja;14418;7.2;423;1;1;34433;NA;6/03/1993;12;PG-13;Adventure;1993;90-94;90-99
Teenage Mutant Ninja Turtles III;0;1,00E+07;en;10276;5.2;399;7;1;1499;The Turtles Are Back....In Time.;17/03/1993;28;PG;Action;1993;90-94;90-99
Indecent Proposal;266614059;3.8e+07;en;7874;6.1;693;#°VALOR!;8,425883047;4478;A husband. A wife. A millionaire. A proposal.;7/04/1993;18;R;Drama;1993;90-94;90-99
Benny & Joon;23202734;0;en;7015;7.1;444;1;7,365539161;4104;A romance on the brink of reality.;16/04/1993;35;PG;Comedy;1993;90-94;90-99
RoboCop 3;10696210;2.2e+07;en;8243;4.6;616;#°VALOR!;7,029229921;5550;He's back to lay down the law.;17/04/1993;28;PG-13;Action;1993;90-94;90-99
Ocean Waves;0;0;ja;8277;6.3;221;1;1;21057;NA;5/05/1993;16;PG;Animation;1993;90-94;90-99
The Piano;116700000;7,00E+06;en;8616;7.4;676;6,84509804;8,067070856;713;NA;19/05/1993;18;R;Drama;1993;90-94;90-99
Hot Shots! Part Deux;133752825;2.5e+07;en;9685;6.4;938;#°VALOR!;8,126302964;9255;Just deux it.;21/05/1993;28;PG-13;Action;1993;90-94;90-99
Sliver;116300000;4,00E+07;en;8152;5.3;296;7,602059991;8,065579715;867;You like to watch... don't you?;21/05/1993;18;R;Drama;1993;90-94;90-99
Cliffhanger;255000211;7,00E+07;en;13407;6.3;1221;7,84509804;8,40654054;9350;The height of adventure.;28/05/1993;28;R;Action;1993;90-94;90-99
Super Mario Bros.;20915465;4.8e+07;en;8095;4.2;602;#°VALOR!;7,320467524;9607;This Ain't No Game.;28/05/1993;12;PG;Adventure;1993;90-94;90-99
Jurassic Park;920100000;6.3e+07;en;14221;7.9;10172;#°VALOR!;8,963835031;329;An adventure 65 million years in the making.;11/06/1993;12;PG-13;Adventure;1993;90-94;90-99
Last Action Hero;137298489;8.5e+07;en;11275;6.3;1449;#°VALOR!;8,137665758;9593;This isn't the movies anymore.;18/06/1993;12;PG-13;Adventure;1993;90-94;90-99
Dennis the Menace;117270765;3.5e+07;en;9174;5.6;785;#°VALOR!;8,069189758;12139;He's armed... He's adorable... And he's out of school for the entire summer.;23/06/1993;35;PG;Comedy;1993;90-94;90-99
In the Line of Fire;176997168;4,00E+07;en;8832;6.9;771;7,602059991;8,247966318;9386;An assassin on the loose. A president in danger. Only one man stands between them...;8/07/1993;28;R;Action;1993;90-94;90-99
Dragon Ball Z: Bojack Unbound;0;0;ja;10101;6.7;252;1;1;39105;NA;10/07/1993;28;PG;Action;1993;90-94;90-99
Free Willy;153698625;2,00E+07;en;8679;6.1;1004;7,301029996;8,186669982;1634;How far would you go for a friend?;16/07/1993;12;PG;Adventure;1993;90-94;90-99
Hocus Pocus;39514713;2.8e+07;en;8244;6.9;1317;#°VALOR!;7,596758832;10439;It's just a bunch of Hocus Pocus.;16/07/1993;35;PG;Comedy;1993;90-94;90-99
Coneheads;0;0;en;9.51;5.1;475;1;1;9612;Young ones! Parental units! We summon you!;23/07/1993;35;PG;Comedy;1993;90-94;90-99
Robin Hood: Men in Tights;35739755;2,00E+07;en;12776;6.6;1170;7,301029996;7,553151571;8005;The legend had it coming...;28/07/1993;35;PG-13;Comedy;1993;90-94;90-99
Rising Sun;107198790;4,00E+07;en;9455;6.1;389;7,602059991;8,030189883;7007;A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.;30/07/1993;28;R;Action;1993;90-94;90-99
The Fugitive;368875760;4.4e+07;en;15672;7.4;2373;#°VALOR!;8,566880117;5503;A murdered wife. A one-armed man. An obsessed detective. The chase begins.;6/08/1993;12;PG-13;Adventure;1993;90-94;90-99
The Secret Garden;0;0;en;8171;7.3;496;1;1;11236;The timeless tale of a special place where magic, hope and love grow.;13/08/1993;18;G;Drama;1993;90-94;90-99
Hard Target;74189677;1.8e+07;en;11171;6.2;495;#°VALOR!;7,87034348;2019;Don't hunt what you can't kill.;20/08/1993;28;R;Action;1993;90-94;90-99
True Romance;12281551;12500000;en;13777;7.6;1475;7,096910013;7,089253216;319;Stealing, Cheating, Killing. Who said romance was dead?;9/09/1993;28;R;Action;1993;90-94;90-99
Striking Distance;0;30;en;7876;5.8;424;1,477121255;1;11074;They shouldn't have put him in the water, if they didn't want him to make waves.;17/09/1993;28;R;Action;1993;90-94;90-99
Cool Runnings;154856263;1.4e+07;en;9681;7;1096;#°VALOR!;8,189928775;864;One dream. Four Jamaicans. Twenty below zero.;30/09/1993;35;PG;Comedy;1993;90-94;90-99
Demolition Man;159055768;5.7e+07;en;12205;6.5;1961;#°VALOR!;8,201549423;9739;The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.;8/10/1993;80;R;Crime;1993;90-94;90-99
The Nightmare Before Christmas;75634409;1.8e+07;en;13965;7.8;5438;#°VALOR!;7,878719418;9479;This is Halloween, everybody make a scene!;9/10/1993;16;PG;Animation;1993;90-94;90-99
The Beverly Hillbillies;0;0;en;7963;5.4;218;1;1;11041;The day they moved in... Beverly Hills moved out.;15/10/1993;35;PG;Comedy;1993;90-94;90-99
The Three Musketeers;53898845;3,00E+07;en;8277;6.3;472;7,477121255;7,731579459;10057;All for one and one for all!;11/11/1993;28;PG;Action;1993;90-94;90-99
Addams Family Values;48919043;4.7e+07;en;20045;6.7;1488;#°VALOR!;7,689477952;2758;The Family Just Got A Little Stranger;19/11/1993;35;PG-13;Comedy;1993;90-94;90-99
Mrs. Doubtfire;441286195;2.5e+07;en;14582;7.2;3748;#°VALOR!;8,644720341;788;She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.;24/11/1993;35;PG-13;Comedy;1993;90-94;90-99
Schindler's List;321365567;2.2e+07;en;19082;8.6;9191;#°VALOR!;8,506999342;424;Whoever saves one life, saves the world entire.;30/11/1993;18;R;Drama;1993;90-94;90-99
Sister Act 2: Back in the Habit;57319029;3.8e+07;en;10605;6.3;997;#°VALOR!;7,758298825;6279;NA;9/12/1993;35;PG;Comedy;1993;90-94;90-99
Beethoven's 2nd;118243066;1.5e+07;en;9;5.2;510;#°VALOR!;8,072775682;10438;The Newton Family is going to the dogs...;14/12/1993;35;G;Comedy;1993;90-94;90-99
What's Eating Gilbert Grape;10032765;1.1e+07;en;15531;7.6;2178;#°VALOR!;7,00142064;1587;Life is a terrible thing to sleep through.;17/12/1993;18;PG-13;Drama;1993;90-94;90-99
The Voyeur;0;0;it;9941;4.4;82;1;1;27066;NA;27/01/1994;18;R;Drama;1994;90-94;90-99
The Legend of Drunken Master;11555430;1,00E+07;cn;9973;7.3;439;7;7,062786111;12207;He's got a secret weapon with a lot of kick.;3/02/1994;28;R;Action;1994;90-94;90-99
Ace Ventura: Pet Detective;107217396;1.5e+07;en;16617;6.5;3522;#°VALOR!;8,030265255;3049;He's the best there is! (Actually, he's the only one there is.);4/02/1994;35;PG-13;Comedy;1994;90-94;90-99
Four Weddings and a Funeral;254700832;6,00E+06;en;12323;6.7;1493;6,77815125;8,406030364;712;Five good reasons to stay single.;9/03/1994;35;R;Comedy;1994;90-94;90-99
Dragon Ball Z: Broly √¢¬Ä¬ì Second Coming;0;0;ja;11036;6.5;318;1;1;44251;Broly Is Back!;12/03/1994;28;NA;Action;1994;90-94;90-99
Naked Gun 33√¢¬Ö¬ì: The Final Insult;51132598;3,00E+07;en;13062;6.5;1104;7,477121255;7,708697859;36593;A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!;18/03/1994;35;PG-13;Comedy;1994;90-94;90-99
D2: The Mighty Ducks;45610410;0;en;8328;5.9;289;1;7,659063976;11164;The Puck Stops Here!;25/03/1994;28;PG;Action;1994;90-94;90-99
The Lion King;987483777;4.5e+07;en;24596;8.3;11732;#°VALOR!;8,994529969;8587;Life's greatest adventure is finding your place in the Circle of Life.;7/05/1994;16;G;Animation;1994;90-94;90-99
Beverly Hills Cop III;119208989;5,00E+07;en;9.52;5.8;930;7,698970004;8,076309005;306;In for the ride of his life!;24/05/1994;28;R;Action;1994;90-94;90-99
The Flintstones;341631208;4.6e+07;en;10195;5.2;1440;#°VALOR!;8,533557537;888;Yabba-Dabba-Doo!;26/05/1994;35;PG;Comedy;1994;90-94;90-99
Three Colors: Red;0;0;fr;9294;8.1;607;1;1;110;NA;27/05/1994;18;R;Drama;1994;90-94;90-99
Speed;350448145;3,00E+07;en;13309;7;3495;7,477121255;8,544623766;1637;Get ready for rush hour;9/06/1994;28;R;Action;1994;90-94;90-99
Wolf;131002597;7,00E+07;en;9521;6.1;492;7,84509804;8,117279905;10395;The animal is out.;17/06/1994;18;R;Drama;1994;90-94;90-99
Forrest Gump;677387716;5.5e+07;en;24907;8.4;16998;#°VALOR!;8,830837317;13;Life is like a box of chocolates...you never know what you're gonna get.;6/07/1994;35;PG-13;Comedy;1994;90-94;90-99
Chungking Express;0;0;cn;10372;8.1;598;1;1;11104;What a difference a day makes;14/07/1994;18;PG-13;Drama;1994;90-94;90-99
True Lies;378882411;1.15e+08;en;15183;6.9;2250;#°VALOR!;8,578504444;36955;When he said I do, he never said what he did.;15/07/1994;28;R;Action;1994;90-94;90-99
The Client;117615211;4.5e+07;en;7481;6.6;577;#°VALOR!;8,070463492;10731;A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.;20/07/1994;18;PG-13;Drama;1994;90-94;90-99
The Mask;351583407;2.3e+07;en;27016;6.8;6117;#°VALOR!;8,54602837;854;From zero to hero.;29/07/1994;10749;PG-13;Romance;1994;90-94;90-99
Clear and Present Danger;215887717;6.2e+07;en;9395;6.6;747;#°VALOR!;8,334227934;9331;The war of drugs would lead him to the war of power.;3/08/1994;28;PG-13;Action;1994;90-94;90-99
The Little Rascals;67308282;0;en;7327;6.4;562;1;7,828068506;10897;Mischief loves company;5/08/1994;10749;PG;Romance;1994;90-94;90-99
Natural Born Killers;50282766;3.4e+07;en;13778;7.1;1888;#°VALOR!;7,70141916;241;The media made them superstars;25/08/1994;80;R;Crime;1994;90-94;90-99
Quiz Show;0;0;en;7.23;7.3;483;1;1;11450;Fifty million people watched but no one saw a thing.;25/08/1994;36;PG-13;History;1994;90-94;90-99
Pulp Fiction;214179088;8,00E+06;en;28266;8.5;17614;6,903089987;8,330777065;680;Just because you are a character doesn't mean you have character.;10/09/1994;80;R;Crime;1994;90-94;90-99
L√É¬©on: The Professional;45284974;1.6e+07;en;26868;8.3;8832;#°VALOR!;7,655954123;101;If you want a job done well, hire a professional.;14/09/1994;80;R;Crime;1994;90-94;90-99
The Shawshank Redemption;28341469;2.5e+07;en;33378;8.7;15112;#°VALOR!;7,452422357;278;Fear can hold you prisoner. Hope can set you free.;23/09/1994;80;R;Crime;1994;90-94;90-99
The Specialist;170362582;4.5e+07;en;8965;5.6;636;#°VALOR!;8,231374214;2636;The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.;7/10/1994;28;R;Action;1994;90-94;90-99
Don Juan DeMarco;22200000;2.5e+07;en;7153;6.4;406;#°VALOR!;7,346352974;1909;The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!;12/10/1994;35;PG-13;Comedy;1994;90-94;90-99
New Nightmare;18090181;1.4e+07;en;11455;6.5;697;#°VALOR!;7,257442912;11596;This time the terror doesn't stop at the screen.;13/10/1994;14;R;Fantasy;1994;90-94;90-99
Stargate;196567262;5.5e+07;en;15493;6.9;1862;#°VALOR!;8,293511188;2164;It will take you a million light years from home. But will it bring you back?;27/10/1994;28;PG-13;Action;1994;90-94;90-99
Frankenstein;112006296;4.5e+07;en;9.06;6.3;660;#°VALOR!;8,049242436;3036;Be Warned.  It's Alive;4/11/1994;18;R;Drama;1994;90-94;90-99
Interview with the Vampire;223664608;6,00E+07;en;16291;7.3;3336;7,77815125;8,349597268;628;Drink from me and live forever;11/11/1994;27;R;Horror;1994;90-94;90-99
The Swan Princess;9771658;2,00E+07;en;8385;6.6;595;7,301029996;6,989968259;22586;An enchanting classic destined to capture your heart and free your spirit.;18/11/1994;12;G;Adventure;1994;90-94;90-99
Junior;108431355;6,00E+07;en;8321;5;815;7,77815125;8,035154885;6280;Nothing is inconceivable;22/11/1994;35;PG-13;Comedy;1994;90-94;90-99
The Return of Jafar;0;3500000;en;10574;5.8;1115;6,544068044;1;15969;The Aladdin adventure continues...;15/12/1994;12;G;Adventure;1994;90-94;90-99
Dumb and Dumber;247275374;1.6e+07;en;15966;6.5;3802;#°VALOR!;8,393180867;8467;What the one doesn't have, the other is missing.;16/12/1994;35;PG-13;Comedy;1994;90-94;90-99
Legends of the Fall;160638883;3,00E+07;en;13958;7.4;1309;7,477121255;8,205850676;4476;After the Fall from Innocence the Legend begins.;16/12/1994;12;R;Adventure;1994;90-94;90-99
Ri√Ç¬¢hie Ri√Ç¬¢h;0;4,00E+07;en;6815;5.6;1207;7,602059991;1;11011;An adventure so big... even the world's richest kid can't afford to miss it!;19/12/1994;35;PG;Comedy;1994;90-94;90-99
Little Women;0;1.8e+07;en;9768;7.2;601;#°VALOR!;1;9587;The story that has lived in our hearts for generations, now comes to the screen for the holidays.;21/12/1994;18;PG;Drama;1994;90-94;90-99
Street Fighter;99423521;3.5e+07;en;10248;4.3;757;#°VALOR!;7,997489139;11667;The fight to save the world is on!;23/12/1994;28;PG-13;Action;1994;90-94;90-99
Before Sunrise;5535405;2500000;en;10.58;7.9;2090;6,397940009;6,743149402;76;Can the greatest romance of your life last only one night?;27/01/1995;18;R;Drama;1995;95-99;90-99
Billy Madison;26488734;1,00E+07;en;12835;6.1;907;7;7,423061202;11017;Billy is going back to school... Way back.;10/02/1995;35;PG-13;Comedy;1995;95-99;90-99
Dragon Ball Z: Fusion Reborn;0;0;ja;11561;7.3;369;1;1;39107;NA;4/03/1995;28;PG-13;Action;1995;95-99;90-99
All Things Fair;0;0;sv;14221;6.4;51;1;1;27098;He was a student. She was his teacher. Their love was forbidden.;8/03/1995;18;NA;Drama;1995;95-99;90-99
Outbreak;189859560;5,00E+07;en;19022;6.4;1052;7,698970004;8,27843247;6950;This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.;10/03/1995;28;R;Action;1995;95-99;90-99
Major Payne;30112050;0;en;8569;6;361;1;7,478740323;11008;He's looking for a few good men... or a few guys old enough to shave.;24/03/1995;12;PG-13;Adventure;1995;95-99;90-99
Bad Boys;141407024;1.9e+07;en;18777;6.6;3527;#°VALOR!;8,150470982;9737;Whatcha gonna do?;7/04/1995;28;R;Action;1995;95-99;90-99
A Goofy Movie;35348597;0;en;11783;6.9;958;1;7,548372181;15789;It‚Äôs hard to be cool... when your dad‚Äôs Goofy.;7/04/1995;10749;G;Romance;1995;95-99;90-99
Friday;28215918;3500000;en;9275;7.1;929;6,544068044;7,450494185;10634;A lot can go down between thursday and saturday...;26/04/1995;35;R;Comedy;1995;95-99;90-99
French Kiss;0;0;en;8723;6.4;411;1;1;397;NA;5/05/1995;35;PG-13;Comedy;1995;95-99;90-99
Die Hard: With a Vengeance;366101666;9,00E+07;en;17539;7.1;3667;7,954242509;8,563601705;1572;Think fast. Look alive. Die hard.;19/05/1995;28;R;Action;1995;95-99;90-99
Braveheart;2.1e+08;7.2e+07;en;14364;7.9;6171;#°VALOR!;#°VALOR!;197;Every man dies. Not every man truly lives.;24/05/1995;28;R;Action;1995;95-99;90-99
Casper;287928194;5,00E+07;en;12852;6.2;2875;7,698970004;8,459284193;8839;Get an afterlife;26/05/1995;14;PG;Fantasy;1995;95-99;90-99
The Bridges of Madison County;182016617;2.4e+07;en;12329;7.6;956;#°VALOR!;8,260111038;688;The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...;28/05/1995;18;PG-13;Drama;1995;95-99;90-99
Pocahontas;346079773;5.5e+07;en;18312;6.9;3676;#°VALOR!;8,539176217;10530;An American legend comes to life.;14/06/1995;12;G;Adventure;1995;95-99;90-99
Batman Forever;336529144;1,00E+08;en;14445;5.3;3158;8;8,527022681;414;Courage now, truth always...;16/06/1995;28;PG-13;Action;1995;95-99;90-99
Apollo 13;355237933;5.2e+07;en;21202;7.4;3264;#°VALOR!;8,550519334;568;Houston, we have a problem.;30/06/1995;18;PG;Drama;1995;95-99;90-99
Judge Dredd;113493481;9,00E+07;en;10306;5.6;1346;7,954242509;8,054970917;9482;In the future, one man is the law.;30/06/1995;878;R;Science Fiction;1995;95-99;90-99
Species;113374103;3.5e+07;en;9987;5.7;817;#°VALOR!;8,054513864;9348;Our time is up.;7/07/1995;28;R;Action;1995;95-99;90-99
Under Siege 2: Dark Territory;104324083;6,00E+07;en;9926;5.6;431;7,77815125;8,018384576;3512;Last time he rocked the boat. This time the sky's the limit.;13/07/1995;28;R;Action;1995;95-99;90-99
Whisper of the Heart;0;0;ja;9947;7.9;767;1;1;37797;I found someone I like;15/07/1995;16;G;Animation;1995;95-99;90-99
The Usual Suspects;23341568;6,00E+06;en;16922;8.2;6342;6,77815125;7,368130027;629;Five Criminals. One Line Up. No Coincidence.;19/07/1995;18;R;Drama;1995;95-99;90-99
